Unnamed: 0,latitude,longitude,address
139,25.0269556,121.563012,臺北市信義區吳興街252號(卸貨區在後門284巷口)
140,24.9804647,121.5491152,新北市新店區寶中路99號1F
141,25.0055084,121.463838,新北市板橋區實踐路74號1樓
142,25.0240619,121.4711883,新北市板橋區莒光路66號
143,25.036458,121.4462617,新北市新莊區建中街109號1樓
144,25.1353846,121.7857014,基隆市中正區新豐街379號1樓
145,25.0242896,121.5509175,臺北市大安區和平東路三段82號(側門下貨)
146,25.0709537,121.6642036,新北市汐止區大同路二段617號1樓
147,25.0216608,121.5427103,臺北市大安區辛亥路2段217號1樓
148,25.0435233,121.4450154,新北市新莊區中平路34號對面
149,24.9799412,121.5404605,新北市新店區大豐路37-1號
150,25.0342101,121.5572277,臺北市大安區光復南路562號
151,25.0819817,121.380323,新北市林口區中山路571號
152,25.1702577,121.4456726,新北市淡水區英專路42號之4
153,24.9594279,121.5097225,新北市新店區安康路2段218號1樓
154,24.9279055,121.3759783,新北市三峽區大同路84號1樓
155,25.1346932,121.7824281,基隆市信義區深溪路145號 (送貨/收款找魏S)
156,25.0466736,121.5460454,臺北市松山區八德路二段366巷35號
157,25.0512195,121.2884758,桃園市蘆竹區聯福街3號1樓
158,24.9891848,121.3427059,桃園市龜山區德明路77巷38號
159,25.059912,121.547497,臺北市松山區敦化北路222巷31號1樓
160,25.1685366,121.4456413,新北市淡水區中正東路17號
161,24.9740132,121.5487287,新北市新店區寶興路40號
162,24.9452111,121.3749,新北市三峽區大觀路28號
163,25.0586817,121.4332599,新北市泰山區全興路47巷21號1樓
164,24.9850372,121.5626391,臺北市文山區興隆路4段145巷20號1F
165,24.9768239,121.5425172,新北市新店區明德路8號
166,25.0597479,121.5911529,臺北市內湖區潭美街349號(3點半後沒人)
167,24.9975201,121.5201511,新北市永和區民權路37號
168,25.0281844,121.5193946,臺北市中正區南昌路1段108巷1號1樓
169,25.0981175,121.515366,臺北市士林區承德路五段55號3樓(兒童新樂園)
170,25.0820122,121.5709283,臺北市內湖區內湖路一段411巷6號
171,25.0249773,121.4262257,新北市新莊區建安街76巷1弄1號1樓
172,25.1383938,121.4633385,新北市淡水區民生路73號
173,25.0841895,121.5654072,臺北市內湖區內湖路一段217巷95號1樓
174,25.0472113,121.555114,臺北市松山區八德路三段158巷20弄1-1號
175,25.0152755,121.5090026,新北市永和區保安路71號1樓
176,25.0384175,121.4972704,臺北市萬華區桂林路174號2樓
177,25.024233,121.512712,臺北市中正區泉州街161號
178,25.0520891,121.3649618,桃園市龜山區文化五路152號
179,25.138261,121.502439,臺北市北投區中和街45號
180,25.1315238,121.7375283,基隆市中山區安一路2號1樓(店)
181,25.0328073,121.5431386,臺北市大安區復興南路2段12巷1號
182,24.9876051,121.5502165,臺北市文山區木柵路一段137號2樓
183,25.1221917,121.7240669,基隆市安樂區安和一街2巷13號
184,25.007231,121.303501,桃園市桃園區中正路710號1樓
185,24.9497767,121.5308232,新北市新店區永業路81巷5弄27號5樓
186,25.0532733,121.5870406,臺北市南港區南港路三段184號4樓頂樓
187,25.0514491,121.2858231,桃園市蘆竹區錦順街47-1號
188,25.0472113,121.555114,臺北市松山區八德路三段158巷20弄1-1號
189,25.0376345,121.5754534,臺北市信義區松德路119號1樓
190,25.0584668,121.4914966,新北市三重區光明路36號(店面)
191,25.0188811,121.4646268,新北市板橋區文化路一段285巷2弄2號
192,25.0541422,121.3588823,桃園市龜山區忠義路二段520號
193,24.9833447,121.5409928,新北市新店區北新路三段147之1號
194,24.9995809,121.503519,新北市中和區中和路132號1號
195,24.9995809,121.503519,新北市中和區中和路132號1號
196,25.0848123,121.5206214,臺北市士林區前港街60號
197,25.0426692,121.5831261,臺北市南港區忠孝東路五段790巷25弄13號
198,25.1438216,121.7257429,基隆市中山區復興路93-2號
199,25.0011659,121.474336,新北市中和區民享街82號1樓
200,25.0431973,121.5113085,臺北市中正區博愛路130號2樓(對帳單地址)
201,25.0217078,121.5408048,臺北市大安區辛亥路二段165號
202,25.0703512,121.5806475,臺北市內湖區瑞光路76巷47號
203,24.989276,121.2802752,桃園市桃園區龍安街88號1樓
204,24.9997571,121.5555694,臺北市文山區興隆路三段36巷9弄10號1樓(全家便利商店旁)
205,25.1335605,121.7472043,基隆市中正區義二路146號
206,24.9921273,121.3089796,桃園市桃園區民族路121號
207,25.0825784,121.4703718,新北市蘆洲區正和街7號
208,25.1702577,121.4456726,新北市淡水區英專路42號之4
209,25.1702577,121.4456726,新北市淡水區英專路42號之4
210,25.1378091,121.5420348,臺北市士林區華岡路45號
211,25.0435158,121.5247106,臺北市中正區紹興南街4-8號
212,25.0435158,121.5247106,臺北市中正區紹興南街4-8號
213,25.1388,121.7082154,基隆市安樂區基金一路135巷21弄93號(有改地址)
214,25.0775165,121.4854519,新北市三重區三和路四段115號1樓
215,25.1257625,121.4718434,臺北市北投區立德路70號
216,25.1378091,121.5420348,臺北市士林區華岡路45號
217,25.0523691,121.5541583,臺北市松山區南京東路四段133巷4弄26號
218,25.0836225,121.593182,臺北市內湖區成功路四段182巷6弄35號
219,25.0086145,121.514513,新北市永和區大新街9號
220,25.0548086,121.6152026,臺北市南港區中南街16號
221,25.0322066,121.5159781,臺北市中正區南海路34號1樓
222,25.1119217,121.5294176,臺北市士林區士東路100號(71號攤)
223,25.1293624,121.4988536,臺北市北投區大興街24巷3弄2號
224,25.0431973,121.5113085,臺北市中正區博愛路130號2樓(對帳單地址)
225,25.030449,121.4758089,新北市板橋區松柏街59號
226,25.0770094,121.3727468,新北市林口區民有街62號1樓
227,25.0848317,121.4386586,新北市五股區新城6路177號1樓(有改地址)
228,25.1169777,121.532987,臺北市士林區天母東路22巷23-5號
229,25.027653,121.565477,臺北市信義區莊敬路389號(後方)
230,25.0785454,121.3716961,新北市林口區仁愛路二段315號1樓
231,25.1694268,121.4465227,新北市淡水區博愛街37號1樓
232,25.0661257,121.6407433,新北市汐止區樟樹一路137巷26號(忠厚市場)
233,25.1788846,121.4373195,新北市淡水區新民街180巷6號1樓
234,25.170248,121.4450153,新北市淡水區清水街5號
235,25.0142262,121.4768268,新北市板橋區三民路二段正隆巷54號
236,24.9559428,121.2145785,桃園市中壢區民族路46號1樓
237,25.0260468,121.5520427,臺北市大安區樂利路77號1樓(61號)
238,25.1356066,121.5380431,臺北市士林區文化大學-大忠館2樓美食街
239,25.0789758,121.3873631,新北市林口區中山路143號B1
240,25.1356066,121.5380431,臺北市士林區文化大學-大忠館2樓美食街
241,25.071023,121.519425,臺北市大同區承德路3段247巷16號1樓
242,24.9638597,121.5154243,新北市新店區安民街2號
243,24.9941323,121.5058521,新北市中和區景安路177巷6號5樓(需送上樓)(住家)
244,25.0877178,121.5263956,臺北市士林區文林路102號B2
245,25.1228636,121.5316925,臺北市士林區中山北路七段127號B1
246,24.9503089,121.2097205,桃園市平鎮區新興路92號
247,25.1977699,121.4382123,新北市淡水區新市五路三段348號1樓
248,25.0397197,121.5658739,臺北市信義區松高路11號4樓
249,24.9423277,121.3734539,新北市三峽區國際一街33-2號
250,25.0611111,121.6458333,新北市汐止區新台五路一段79號B1
251,25.0828394,121.5662567,臺北市內湖區內湖路一段285巷12號1樓
252,25.0587767,121.6129927,臺北市南港區三重路19之4號
253,24.9745996,121.4405969,新北市土城區中央路2段278巷4-1號1樓
254,25.116958,121.5120447,臺北市北投區致遠二路113巷4號
255,25.0489151,121.5632906,臺北市松山區八德路四段179號
256,24.9926989,121.4935259,新北市中和區中正路291號B1卸貨區
257,24.9926989,121.4935259,新北市中和區中正路291號B1卸貨區
258,25.1518216,121.7705293,基隆市信義區中正路591號  (到前15分鐘電聯-有寄鑰匙)(店/貨品勿退冰)
259,25.0437539,121.503734,臺北市萬華區康定路25巷26號1樓
260,25.0280905,121.5645529,臺北市信義區莊敬路341巷4弄4號1樓
261,25.0284986,121.5647213,臺北市信義區莊敬路341巷21號
262,25.0469902,121.3754256,桃園市龜山區文化二路200號7樓(神達電腦股份有限公司)
263,25.0805962,121.5682654,臺北市內湖區瑞光路583巷22號
264,25.0336064,121.568058,臺北市信義區松仁路130號B2(中華電信員工餐廳)
265,25.0428932,121.5058551,臺北市萬華區西寧南路76號2樓
266,25.0817875,121.6980902,基隆市七堵區百三街120號
267,24.9503089,121.2097205,桃園市平鎮區新興路92號
268,24.9503089,121.2097205,桃園市平鎮區新興路92號
269,25.0311145,121.4726214,新北市板橋區雙十路3段10巷24號1樓
270,24.9771227,121.5491009,新北市新店區寶橋路162號
271,25.0236581,121.4656957,新北市板橋區自由路53號1樓
272,24.9582707,121.1703886,桃園市中壢區民族路5段277號
273,25.1128476,121.5373008,臺北市士林區士東路266巷3弄15號1樓(在士東路286巷上)
274,25.066644,121.4974861,新北市三重區自強路一段58號1樓
275,25.1418316,121.792319,基隆市中正區環港街5號(漁會大樓)C區
276,24.9747863,121.5421956,新北市新店區北新路2段121巷15號1樓
277,25.000749,121.6098928,新北市深坑區北深路3段13號
278,25.0196468,121.5316018,臺北市大安區羅斯福路三段283巷21弄2號
279,25.0973849,121.544356,臺北市士林區至善路二段33號
280,25.1782689,121.4457638,新北市淡水區北新路51號
281,25.1977623,121.4382817,新北市淡水區新市五路三段412號16樓(有改地址)
282,24.996202,121.482338,新北市中和區員山路132巷24號(文元里辦公處)
283,25.0263026,121.5224308,臺北市中正區同安街4巷4號
284,25.0824699,121.4703342,新北市蘆洲區正和街13號1樓
285,25.0692751,121.5876684,臺北市內湖區民權東路6段73號1樓
286,25.0422607,121.5544016,臺北市大安區延吉街135之1號
287,25.0610781,121.5203708,臺北市中山區民權西路70巷41之1號1樓
288,25.0422607,121.5544016,臺北市大安區延吉街135之1號
289,25.0435362,121.6186738,臺北市南港區研究院路2段61巷2弄41號1樓
290,25.0101199,121.537589,臺北市大安區羅斯福路四段123巷29-1號
291,25.1285449,121.7551721,基隆市信義區信一路34號
292,24.9458542,121.4957304,新北市新店區玫瑰路62巷1號1F
293,25.0345912,121.5290475,臺北市中正區臨沂街75巷10之3號
294,24.987798,121.5081236,新北市中和區南山路495號
295,25.0505729,121.5588273,臺北市松山區光復北路85巷13號1樓
296,25.1001805,121.5488112,臺北市士林區至善路二段221號(故宮4樓(東徹停車場)
297,25.0436141,121.5540163,臺北市大安區延吉街83號
298,24.984289,121.5615783,臺北市文山區興隆路四段72號
299,24.9699519,121.2634491,桃園市中壢區遠東路135號1樓(元智大學內女宿舍2餐廳)
300,25.1126821,121.5189302,臺北市北投區裕民六路90巷31弄6號1樓
301,24.9557647,121.3520678,新北市鶯歌區中正一路121號
302,25.024289,121.563869,臺北市信義區吳興街284巷15-3號1樓
303,25.0040639,121.304786,桃園市桃園區中正路573號
304,25.0875567,121.5626671,臺北市內湖區內湖路一段91巷35弄1號1樓
305,24.999901,121.55814,臺北市文山區興隆路三段111號.地下一樓
306,24.999901,121.55814,臺北市文山區興隆路三段111號.地下一樓
307,25.017432,121.428301,新北市新莊區西盛街171號
308,25.015084,121.4608034,新北市板橋區公館街27號1樓
309,24.957786,121.2227478,桃園市中壢區大同路86-1號
310,25.0175321,121.4610103,新北市板橋區建國街118號
311,24.9820226,121.5380506,新北市新店區二十張路22巷7號
312,24.9897444,121.5415221,臺北市文山區景美街131號1樓
313,25.0505689,121.5181252,臺北市大同區長安西路122號
314,25.012595,121.4715213,新北市板橋區長安街331巷112號
315,25.1030979,121.5221433,臺北市士林區福華路145號
316,24.9750919,121.5169796,新北市新店區安民街343號
317,25.137117,121.7885919,基隆市中正區新豐街215號
318,24.9581658,121.5391814,新北市新店區北宜路一段39巷23號4樓
319,24.9794504,121.538954,新北市新店區大豐路72號1樓
320,25.0436738,121.5219767,臺北市中正區青島東路6-1號1樓
321,25.0289885,121.515332,臺北市中正區重慶南路3段18號1樓
322,25.0310484,121.5499942,臺北市大安區敦化南路2段63巷19號
323,24.9715761,121.5357886,新北市新店區三民路83號3樓
324,24.9517454,121.4915552,新北市新店區安康路三段97號1樓
325,25.0399053,121.4520063,"新北市新莊區公園路128號(有專屬鼎耀四門冷凍櫃,淺藍遙控器)-"
326,24.9856434,121.4240824,新北市樹林區博愛街246號 (從樹中二街入紫色大樓後門)
327,25.0442976,121.4587462,新北市新莊區復興路二段176號
328,25.0692603,121.4978011,新北市三重區文化北路141號1樓
329,25.0079262,121.4637409,新北市板橋區館前東路63之1號
330,25.0306335,121.5499714,臺北市大安區敦化南路二段81巷45弄10號
331,24.9745225,121.4414101,新北市土城區中央路2段264號
332,25.1356066,121.5380431,臺北市士林區文化大學-大忠館2樓美食街
333,25.0882438,121.5238983,臺北市士林區基河路104號
334,24.99769,121.4874786,新北市中和區建一路170之3號1樓
335,24.9814458,121.3066208,桃園市桃園區南豐三街1號1樓
336,24.929642,121.345094,新北市三峽區中山路459巷201號(無極七玄宮旁)
337,24.9942966,121.5047813,新北市中和區景安路132巷1號1樓
338,25.0343807,121.5071794,臺北市中正區延平南路216巷3號1樓
339,25.0730357,121.6751746,新北市汐止區大同路三段222號1樓(黑貓宅急便旁)
340,25.0602003,121.534565,臺北市中山區錦州街258號1樓
341,25.0695962,121.6174011,臺北市內湖區東湖路119巷50弄9號1樓
342,25.1320491,121.501269,臺北市北投區中央南路一段54號
343,25.0786769,121.5902156,臺北市內湖區星雲街15巷21之1號
344,25.0588049,121.548582,臺北市松山區敦化北路222巷6號1樓
345,25.0897262,121.4596224,新北市蘆洲區長榮路502號3樓
346,25.0505729,121.5588273,臺北市松山區光復北路85巷13號1樓
347,24.9516447,121.4880929,新北市新店區安康路三段193號1樓
348,25.0021161,121.5555901,臺北市文山區辛亥路4段217號
349,25.0821618,121.5485803,臺北市中山區北安路595巷1之1號
350,25.0191402,121.301962,桃園市桃園區新埔七街34號1樓
351,25.0366619,121.5444613,臺北市大安區仁愛路四段8巷28號
352,25.0545869,121.5202174,臺北市大同區赤峰街35巷11號1樓
353,24.9621924,121.3066712,桃園市八德區東勇街51-9號
354,25.1310005,121.5029042,臺北市北投區大興街119號1樓
355,25.0510819,121.5680804,臺北市松山區南京東路5段316號
356,25.1276729,121.7432312,基隆市仁愛區愛四路2-6號1樓
357,25.0305372,121.5503948,臺北市大安區敦化南路2段81巷45弄21號
358,25.028386,121.5467431,臺北市大安區四維路170巷31號
359,25.0218012,121.5427269,臺北市大安區和平東路2段118巷60號
360,25.0556146,121.6060074,臺北市南港區興華路85號1樓
361,25.1704348,121.4450269,新北市淡水區清水街22號
362,25.066468,121.631768,新北市汐止區原興路81號1樓
363,25.0552599,121.4680575,新北市三重區中興北街136巷18弄18號(收藍到B1)
364,25.0703414,121.5011765,新北市三重區萬全街59號
365,25.1520481,121.7699646,基隆市中正區中正路583號
366,25.0839157,121.5678285,臺北市內湖區內湖路一段323巷18弄2號(由側門進貨)
367,25.036305,121.578122,臺北市信義區信義路六段113號
368,25.0506519,121.5940328,臺北市南港區忠孝東路6段465號之1
369,25.0792018,121.5427093,臺北市中山區南京東路1段13巷7弄2-7號1樓
370,25.0126781,121.5356574,臺北市中正區羅斯福路四段136巷6弄6號
371,24.977883,121.534515,新北市新店區中正路416號1樓
372,25.0736599,121.6051694,臺北市內湖區金湖路396號
373,25.127511,121.7593494,基隆市信義區東明路177號
374,25.1566121,121.4594914,新北市淡水區中正東路2段29號3樓
375,25.1383891,121.4632794,新北市淡水區民生路71號
376,24.9334337,121.2774051,桃園市八德區長興路360巷58弄4號
377,25.0427835,121.5539471,臺北市大安區延吉街68-28號
378,25.0961987,121.7125081,基隆市七堵區自治街28巷14號1樓
379,24.9806163,121.3170196,桃園市桃園區大豐路100號
380,24.9897659,121.3445117,桃園市龜山區德明路135號
381,25.0610724,121.5211674,臺北市中山區中山北路二段116巷43號(天祥路口)
382,25.1118264,121.5315215,臺北市士林區忠誠路2段55號B1(高島屋內美食街)
383,25.169079,121.4467673,新北市淡水區博愛街47-3號
384,25.0548777,121.5500879,臺北市松山區敦化北路165巷1號
385,25.0031282,121.5509422,臺北市文山區福興路36號
386,24.9866863,121.4638957,新北市土城區立德路74巷6號
387,25.1962843,121.4254314,新北市淡水區新市二路一段98號
388,24.9768281,121.5490591,新北市新店區寶宏路6號1樓
389,24.9820078,121.5377782,新北市新店區建國路242號1樓
390,25.0320774,121.475598,新北市板橋區文聖街16號
391,25.0363399,121.5472104,臺北市大安區仁愛路4段48巷23號
392,25.0491482,121.5273593,臺北市中山區林森北路85巷70號1樓
393,25.0518099,121.469406,新北市三重區中興北街139巷2號
394,24.9956779,121.560054,臺北市文山區興隆路三段193號1樓
395,25.0570025,121.5761347,臺北市內湖區行善路60號
396,25.0206654,121.5534162,臺北市大安區和平東路3段228巷41號1樓
397,25.0300741,121.434421,新北市新莊區建國一路92號
398,25.0598077,121.5465177,臺北市松山區民生東路3段113巷25弄13號
399,25.0168395,121.4091932,新北市樹林區三福街3號
400,25.0781369,121.5762749,臺北市內湖區港墘路125號1樓
401,24.9567015,121.2245645,桃園市中壢區中央東路36號
402,25.0433606,121.5312936,臺北市中山區臨沂街3巷7號
403,25.1296347,121.7472258,基隆市信義區信一路141巷7號1樓
404,25.076786,121.5797784,臺北市內湖區文德路22巷27弄3號1樓
405,24.9937824,121.5405644,臺北市文山區羅斯福路六段202巷1號1樓
406,25.0387861,121.5215566,新北市林口區仁愛路1段28巷7號1樓
407,25.0769971,121.5820194,臺北市內湖區文德路66巷53弄3號
408,24.9624137,121.479839,新北市新店區安祥路104號-10(美而美早餐店)
409,25.0602361,121.5357377,臺北市中山區錦州街290號
410,24.977416,121.5528391,新北市新店區寶高路80號3樓
411,25.1148998,121.527849,臺北市士林區中山北路6段476號2樓
412,24.975273,121.443884,新北市土城區中正路54號
413,25.0285025,121.5478989,臺北市大安區四維路166號
414,25.0974089,121.7125166,基隆市七堵區自治北街2號
415,25.0328328,121.5458655,臺北市大安區信義路四段60之138號(信維市場)
416,25.0980861,121.7496113,基隆市暖暖區源遠路174號
417,25.0286899,121.4575914,新北市板橋區長江路1段411號
418,25.0354985,121.5565386,臺北市大安區光復南路456巷18號
419,24.9571007,121.2461408,桃園市中壢區新中北路526號1樓
420,25.177916,121.449242,新北市淡水區北新路182巷11號
421,25.0273777,121.5562249,臺北市信義區基隆路2段131-24號
422,25.0535025,121.5239199,臺北市中山區南京東路一段13巷7弄2-2號1樓(收款地址-A8822福德滿)
423,25.039515,121.576742,臺北市信義區虎林街149號對面(貨大都送這)
424,25.0614833,121.4956725,新北市三重區重新路二段150號1樓(大同南路左邊第3攤)
425,24.9610956,121.4209145,新北市土城區中央路四段24號
426,24.9501,121.4894776,新北市新店區裕合街16號(住家.有特別說才送這)
427,24.909506,121.157345,桃園市楊梅區環東路432號
428,25.1679825,121.4475772,新北市淡水區學府路14號
429,24.8214622,121.0272295,新竹縣竹北市勝利一路109號
430,25.1367433,121.4619668,新北市淡水區民族路29巷62號1F
431,25.032894,121.545494,臺北市大安區信義路4段60-144號
